post_id,platform,post_type,day_of_week,hour_of_day,is_weekend,hashtag_count,caption_length,follower_count,likes,comments,shares,engagement_rate
P01911,facebook,image,Tue,15,0,9,272,74744,2011,232,259,3.192
P01912,linkedin,text,Thu,19,0,5,153,43497,1100,164,75,3.307
P01913,instagram,video,Sun,13,1,5,147,134796,6300,656,971,6.1
P01914,instagram,image,Thu,2,0,19,173,154237,1658,128,136,1.487
P01915,instagram,image,Tue,1,0,11,106,130283,3344,298,525,3.442
P01916,facebook,carousel,Mon,10,0,2,170,113496,4001,717,529,4.287
P01917,facebook,carousel,Wed,16,0,7,46,986,35,5,5,4.329
P01918,facebook,video,Fri,7,0,4,131,127753,5890,1024,530,6.024
P01919,facebook,text,Sat,7,1,18,376,123885,75,5,9,0.072
P01920,instagram,video,Tue,20,0,5,284,82783,2994,500,442,4.777
P01921,linkedin,image,Tue,0,0,7,61,49131,903,107,87,2.214
P01922,instagram,video,Fri,1,0,6,118,195832,6060,1002,586,4.391
P01923,twitter,video,Tue,3,0,3,107,75359,2732,312,263,4.82
P01924,instagram,image,Mon,23,0,15,116,54770,1529,207,251,3.371
P01925,facebook,image,Thu,11,0,11,277,141416,3075,197,355,2.604
P01926,facebook,video,Thu,3,0,8,358,96652,1868,125,267,2.375
P01927,linkedin,carousel,Tue,7,0,7,285,111698,3910,634,496,4.373
P01928,instagram,image,Tue,23,0,13,197,129837,3653,277,593,3.421
P01929,twitter,video,Tue,16,0,1,68,74046,2567,164,321,4.3
P01930,facebook,video,Wed,5,0,18,61,30884,473,90,38,2.074
P01931,facebook,video,Mon,5,0,11,326,33898,719,71,65,2.754
P01932,facebook,carousel,Mon,1,0,4,272,187959,5453,739,350,3.63
P01933,instagram,carousel,Wed,18,0,10,206,101343,4099,696,693,5.132
P01934,facebook,carousel,Mon,3,0,17,232,83692,1244,186,174,1.785
P01935,instagram,image,Wed,6,0,3,340,64213,1310,93,214,2.646
P01936,instagram,video,Fri,8,0,10,326,144466,5265,769,880,5.015
P01937,facebook,video,Mon,14,0,11,39,182629,6015,856,1088,4.498
P01938,facebook,image,Fri,14,0,16,161,153905,2989,307,538,2.349
P01939,instagram,image,Fri,19,0,11,21,107102,2763,494,454,3.678
P01940,instagram,image,Fri,7,0,14,156,95353,1855,327,168,2.343
P01941,instagram,video,Fri,9,0,15,256,173259,2679,245,227,2.183
P01942,instagram,video,Sat,9,1,17,87,171336,4920,418,707,3.785
P01943,facebook,image,Mon,1,0,7,64,78341,1739,262,269,2.707
P01944,instagram,carousel,Tue,17,0,14,198,192875,7820,981,1091,5.327
P01945,linkedin,text,Wed,12,0,4,212,165573,2156,339,210,1.582
P01946,instagram,image,Fri,11,0,16,287,169322,4412,396,753,3.644
P01947,instagram,text,Sun,23,1,19,10,11779,95,7,12,1.041
P01948,linkedin,image,Sun,4,1,5,102,26437,731,111,73,3.513
P01949,instagram,text,Fri,23,0,11,313,59974,782,140,126,1.564
P01950,facebook,text,Wed,16,0,16,274,152373,816,68,123,0.75
P01951,twitter,image,Wed,5,0,0,360,16096,170,31,18,1.405
P01952,twitter,carousel,Mon,16,0,14,326,17033,511,57,53,3.753
P01953,linkedin,text,Thu,18,0,16,336,6814,108,7,14,1.871
P01954,instagram,text,Thu,8,0,17,206,38788,564,69,63,1.757
P01955,facebook,text,Tue,8,0,3,383,183813,814,77,65,0.535
P01956,twitter,video,Sat,20,1,15,169,144381,4969,763,710,4.426
P01957,twitter,image,Sat,3,1,15,361,143515,395,40,60,0.351
P01958,instagram,carousel,Wed,0,0,0,159,58860,1219,144,74,2.498
P01959,instagram,video,Sun,15,1,14,180,125209,4600,388,574,4.424
P01960,instagram,video,Mon,21,0,12,275,155907,5942,962,780,4.646
P01961,instagram,video,Sun,12,1,19,162,106732,3336,578,337,3.799
P01962,facebook,video,Sat,3,1,0,63,171299,4887,531,493,3.429
P01963,instagram,image,Tue,12,0,19,358,114126,651,86,74,0.795
P01964,instagram,carousel,Fri,6,0,11,183,65254,1813,361,230,3.734
P01965,instagram,image,Wed,19,0,5,371,127918,2998,227,465,2.769
P01966,facebook,carousel,Sat,14,1,7,162,188655,8244,1380,1022,5.59
P01967,instagram,carousel,Tue,8,0,15,389,165402,2548,374,524,2.121
P01968,facebook,video,Tue,14,0,19,243,99943,2429,433,274,3.135
P01969,instagram,video,Wed,16,0,6,308,119579,4365,434,657,4.58
P01970,twitter,image,Tue,16,0,19,303,195204,2520,243,321,1.566
P01971,instagram,text,Wed,8,0,12,84,149841,3068,308,471,2.492
P01972,facebook,carousel,Fri,13,0,3,327,100749,2363,173,464,3.316
P01973,instagram,video,Fri,1,0,11,378,56555,949,83,125,2.184
P01974,instagram,image,Thu,9,0,16,266,181221,3431,729,485,2.693
P01975,instagram,image,Tue,9,0,1,379,195363,3534,318,612,2.171
P01976,instagram,video,Tue,12,0,1,339,14611,471,34,93,4.438
P01977,instagram,text,Sun,22,1,0,268,6863,273,27,51,5.005
P01978,facebook,carousel,Tue,22,0,11,193,23462,972,112,81,5.274
P01979,facebook,image,Mon,11,0,1,343,77622,937,124,59,1.521
P01980,instagram,text,Thu,15,0,18,78,32395,803,58,96,3.159
P01981,facebook,video,Mon,2,0,2,226,176468,4829,772,738,3.39
P01982,facebook,text,Wed,11,0,1,327,182885,4687,783,338,3.228
P01983,instagram,image,Sat,16,1,5,377,36514,1003,100,123,3.851
P01984,instagram,video,Tue,16,0,15,110,165899,5541,953,794,4.424
P01985,instagram,text,Fri,23,0,18,42,28696,603,66,55,2.688
P01986,instagram,image,Thu,11,0,5,136,157571,4150,512,682,3.517
P01987,facebook,carousel,Wed,21,0,10,346,73403,2004,354,180,3.353
P01988,twitter,text,Fri,23,0,15,211,8537,152,28,27,2.378
P01989,twitter,image,Fri,13,0,15,26,85924,2312,245,238,3.264
P01990,twitter,image,Wed,2,0,3,52,164640,2485,340,378,2.09
P01991,facebook,carousel,Tue,9,0,16,138,186712,5682,548,728,3.732
P01992,instagram,image,Sun,18,1,17,140,24664,1078,150,118,6.009
P01993,instagram,image,Tue,13,0,14,58,167305,3481,528,420,2.671
P01994,instagram,video,Sun,22,1,10,200,59002,2522,200,454,5.715
P01995,instagram,carousel,Thu,19,0,7,194,93085,2664,475,351,3.597
P01996,instagram,image,Sun,1,1,17,83,22202,500,83,38,3.079
P01997,facebook,image,Wed,20,0,17,96,194608,6222,453,921,3.902
P01998,instagram,carousel,Thu,8,0,10,267,158155,4759,829,413,3.828
P01999,instagram,video,Fri,19,0,14,381,128634,4029,594,471,3.713
